,artist_name,pop_artist,tot_followers,track_name,avail_mark,rel_date,pop_track,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,hit,featuring,search,rel_month,rel_day,week_day_out
132,Dan + Shay,81,2324811,Speechless,178,2018-06-22,74,0.356,0.616,213387,0.438,0.0,0.24,-5.968,0.0298,135.929,4,0.386,1,0,Dan + Shay Speechless,6,22,4
133,Ariana Grande,95,66858451,"break up with your girlfriend, i'm bored",173,2019-02-08,77,0.0421,0.726,190440,0.554,0.0,0.106,-5.29,0.0917,169.999,4,0.335,1,0,"Ariana Grande break up with your girlfriend, i'm bored",2,8,4
134,Cardi B,88,17275552,Please Me,178,2019-02-15,73,0.0642,0.747,200890,0.57,0.0,0.0832,-6.711,0.081,133.992,4,0.65,1,0,Cardi B Please Me,2,15,4
135,Cardi B,88,17275552,Money,178,2018-10-23,75,0.00534,0.95,183527,0.59,0.0,0.11,-6.508,0.29,130.003,4,0.219,1,0,Cardi B Money,10,23,1
136,Taylor Swift,96,42030616,You Need To Calm Down,178,2019-08-23,78,0.00929,0.771,171360,0.671,0.0,0.0637,-5.617,0.0553,85.026,4,0.714,1,0,Taylor Swift You Need To Calm Down,8,23,4
138,A Boogie Wit da Hoodie,86,5854086,Look Back at It,178,2018-12-21,73,0.407,0.791,179449,0.587,0.0,0.148,-5.075,0.0413,96.057,4,0.536,1,0,A Boogie Wit da Hoodie Look Back at It,12,21,4
139,21 Savage,89,9923426,a lot,178,2018-12-21,77,0.0395,0.837,288624,0.636,0.00125,0.342,-7.643,0.086,145.972,4,0.274,1,0,21 Savage a lot,12,21,4
140,Taylor Swift,96,42030616,ME! (feat. Brendon Urie of Panic! At The Disco),178,2019-08-23,77,0.033,0.61,193000,0.83,0.0,0.118,-4.105,0.0571,182.162,4,0.728,1,1,Taylor Swift ME! (feat. Brendon Urie of Panic! At The Disco),8,23,4
141,Bad Bunny,100,35925081,MIA (feat. Drake),178,2018-10-11,78,0.0141,0.817,210368,0.539,0.000496,0.099,-6.349,0.0621,97.062,4,0.158,1,1,Bad Bunny MIA (feat. Drake),10,11,3
142,Polo G,93,4792456,Pop Out (feat. Lil Tjay),178,2019-06-07,79,0.15,0.772,166560,0.639,0.0,0.0698,-7.119,0.467,168.112,4,0.261,1,1,Polo G Pop Out (feat. Lil Tjay),6,7,4
143,Luke Combs,85,5336949,Beautiful Crazy,178,2018-06-01,78,0.676,0.551,193200,0.402,0.0,0.0928,-7.431,0.0262,103.313,4,0.382,1,0,Luke Combs Beautiful Crazy,6,1,4
144,Blueface,78,4061891,Thotiana,178,2018-12-18,68,0.18,0.906,129264,0.382,0.0,0.113,-12.89,0.269,104.025,4,0.391,1,0,Blueface Thotiana,12,18,1
145,Juice WRLD,95,18991621,Lucid Dreams,176,2018-12-10,84,0.349,0.511,239836,0.566,0.0,0.34,-7.23,0.2,83.903,4,0.218,1,0,Juice WRLD Lucid Dreams,12,10,0
146,Sheck Wes,69,1140261,Mo Bamba,176,2018-10-05,76,0.194,0.729,183907,0.625,0.00986,0.248,-5.266,0.0315,146.034,4,0.261,1,0,Sheck Wes Mo Bamba,10,5,4
147,Ed Sheeran,95,83051538,Beautiful People (feat. Khalid),178,2019-06-28,79,0.124,0.64,197867,0.648,0.0,0.0802,-8.113,0.187,92.977,4,0.548,1,1,Ed Sheeran Beautiful People (feat. Khalid),6,28,4
148,Gucci Mane,83,3918754,Wake Up in the Sky,178,2018-09-14,75,0.00381,0.8,204665,0.578,0.0,0.359,-5.144,0.0485,143.01,4,0.367,1,0,Gucci Mane Wake Up in the Sky,9,14,4
149,Morgan Wallen,87,2122158,Whiskey Glasses,178,2018-04-27,78,0.369,0.614,234347,0.68,1.84e-06,0.115,-4.58,0.0289,149.959,4,0.707,1,0,Morgan Wallen Whiskey Glasses,4,27,4
150,Blake Shelton,77,5919769,God's Country,178,2019-03-29,73,0.0608,0.538,205107,0.752,5.39e-06,0.118,-5.106,0.0396,139.984,4,0.217,1,0,Blake Shelton God's Country,3,29,4
151,Dean Lewis,78,1687103,Be Alright,178,2018-06-29,80,0.697,0.553,196373,0.586,0.0,0.0813,-6.319,0.0362,126.684,4,0.443,1,0,Dean Lewis Be Alright,6,29,4
152,Mustard,80,879920,Pure Water (with Migos),173,2019-06-28,76,0.174,0.682,192471,0.559,0.0,0.344,-5.545,0.127,202.015,4,0.137,1,0,Mustard Pure Water (with Migos),6,28,4
153,Blanco Brown,67,122147,The Git Up,177,2019-10-10,72,0.0669,0.847,200594,0.678,0.0,0.274,-8.635,0.109,97.984,4,0.811,1,0,Blanco Brown The Git Up,10,10,3
154,DJ Snake,83,7402900,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",177,2018-09-28,77,0.157,0.842,212500,0.801,4.82e-06,0.0642,-4.167,0.228,95.881,4,0.617,1,0,"DJ Snake Taki Taki (with Selena Gomez, Ozuna & Cardi B)",9,28,4
155,Calboy,68,755139,Envy Me,178,2019-05-31,71,0.234,0.74,120133,0.488,0.0,0.241,-7.664,0.27,149.042,4,0.584,1,0,Calboy Envy Me,5,31,4
156,Lauren Daigle,73,1771633,You Say,178,2018-09-07,75,0.682,0.494,274693,0.632,0.0,0.0869,-6.89,0.0342,147.873,4,0.0797,1,0,Lauren Daigle You Say,9,7,4
157,Panic! At The Disco,83,10838495,"Hey Look Ma, I Made It",178,2018-06-22,71,0.0137,0.577,169667,0.833,0.0,0.121,-3.337,0.0695,107.936,4,0.58,1,0,"Panic! At The Disco Hey Look Ma, I Made It",6,22,4
159,Luke Combs,85,5336949,Beer Never Broke My Heart,178,2019-11-08,77,0.0139,0.538,186733,0.863,0.0,0.0874,-4.483,0.0481,77.001,4,0.637,1,0,Luke Combs Beer Never Broke My Heart,11,8,4
160,Young Thug,91,6367454,The London (feat. J. Cole & Travis Scott),177,2019-05-23,72,0.0247,0.796,200107,0.586,0.0,0.132,-6.946,0.147,97.981,4,0.179,1,1,Young Thug The London (feat. J. Cole & Travis Scott),5,23,3
161,Various Artists,0,1244844,Con Calma,95,2021-08-06,1,0.11,0.737,193227,0.86,1.94e-06,0.0574,-2.652,0.0594,93.989,4,0.656,1,0,Various Artists Con Calma,8,6,4
162,YNW Melly,80,6299196,Murder On My Mind,178,2018-08-03,79,0.145,0.759,268434,0.73,3.06e-06,0.11,-7.985,0.0516,115.007,4,0.74,1,0,YNW Melly Murder On My Mind,8,3,4
163,Billie Eilish,96,46741669,when the party's over,178,2019-03-29,82,0.978,0.367,196077,0.111,3.97e-05,0.0897,-14.084,0.0972,82.642,4,0.198,1,0,Billie Eilish when the party's over,3,29,4
164,City Girls,76,1606364,Act Up,173,2018-11-16,70,0.0167,0.938,158332,0.638,0.0,0.111,-4.713,0.189,97.075,4,0.313,1,0,City Girls Act Up,11,16,4
165,Cardi B,88,17275552,I Like It,178,2018-04-06,80,0.099,0.816,253390,0.726,0.0,0.372,-3.998,0.129,136.048,4,0.65,1,0,Cardi B I Like It,4,6,4
167,Flipp Dinero,67,911386,Leave Me Alone,178,2019-11-22,70,0.107,0.792,195637,0.743,0.0,0.183,-2.806,0.0851,150.024,4,0.742,1,0,Flipp Dinero Leave Me Alone,11,22,4
168,Ariana Grande,95,66858451,breathin,173,2018-08-17,72,0.0211,0.568,198160,0.656,1.37e-05,0.213,-5.413,0.0433,100.049,4,0.364,1,0,Ariana Grande breathin,8,17,4
169,Various Artists,0,1244844,bury a friend,95,2021-08-06,0,0.739,0.887,193143,0.388,0.143,0.106,-14.505,0.349,120.035,4,0.205,1,0,Various Artists bury a friend,8,6,4
170,Lil Baby,94,7762659,Close Friends (Lil Baby & Gunna),176,2018-10-05,72,0.0509,0.676,203881,0.578,0.0,0.0796,-4.669,0.375,158.896,4,0.698,1,0,Lil Baby Close Friends (Lil Baby & Gunna),10,5,4
171,Pinkfong,70,117893,Baby Shark,178,2017-07-27,74,0.259,0.829,80927,0.886,0.0,0.0559,-1.746,0.112,115.056,4,0.777,1,0,Pinkfong Baby Shark,7,27,3
172,Saweetie,81,1248712,My Type,177,2019-03-29,73,0.000677,0.899,126446,0.811,0.0,0.0672,-6.294,0.258,105.038,4,0.587,1,0,Saweetie My Type,3,29,4
173,YK Osiris,64,1167851,Worth It,173,2019-10-11,66,0.517,0.749,189253,0.535,0.0,0.0942,-4.054,0.0638,124.008,5,0.459,1,0,YK Osiris Worth It,10,11,4
175,Luke Bryan,81,6616109,Knockin' Boots,178,2019-03-29,69,0.129,0.739,199382,0.682,0.0,0.328,-3.728,0.205,131.983,4,0.634,1,0,Luke Bryan Knockin' Boots,3,29,4
176,Ella Mai,75,3725743,Trip,173,2018-10-12,73,0.225,0.477,213993,0.61,0.0,0.107,-5.628,0.144,79.882,4,0.358,1,0,Ella Mai Trip,10,12,4
177,Lee Brice,75,1554666,Rumor,178,2017-11-03,72,0.749,0.655,198440,0.56,0.0,0.115,-6.857,0.0486,140.975,4,0.599,1,0,Lee Brice Rumor,11,3,4
178,A Boogie Wit da Hoodie,86,5854086,Swervin (feat. 6ix9ine),178,2018-12-21,77,0.0153,0.581,189487,0.662,0.0,0.111,-5.239,0.303,93.023,4,0.434,1,1,A Boogie Wit da Hoodie Swervin (feat. 6ix9ine),12,21,4
179,Sam Smith,87,17040536,How Do You Sleep?,178,2019-07-19,76,0.153,0.477,202205,0.682,0.0,0.0763,-4.931,0.0925,110.567,5,0.345,1,0,Sam Smith How Do You Sleep?,7,19,4
180,Quality Control,71,845149,Baby (Lil Baby feat. DaBaby),173,2019-08-16,71,0.0957,0.97,142417,0.463,0.0,0.151,-7.259,0.366,108.003,4,0.46,1,1,Quality Control Baby (Lil Baby feat. DaBaby),8,16,4
181,Thomas Rhett,80,3871043,Look What God Gave Her,178,2019-05-31,72,0.0272,0.739,168960,0.85,0.0,0.181,-3.966,0.0308,113.0,4,0.883,1,0,Thomas Rhett Look What God Gave Her,5,31,4
182,Kane Brown,81,3496421,Good as You,178,2019-11-01,68,0.4,0.626,192053,0.516,0.0,0.142,-6.05,0.0388,153.653,4,0.769,1,0,Kane Brown Good as You,11,1,4
183,Offset,83,2091410,Clout (feat. Cardi B),176,2019-02-22,69,0.228,0.919,205803,0.622,4.24e-06,0.122,-7.384,0.0997,140.022,4,0.424,1,1,Offset Clout (feat. Cardi B),2,22,4
184,Khalid,91,14168258,Love Lies (with Normani),177,2018-02-14,74,0.0956,0.708,201707,0.648,0.0,0.134,-5.626,0.0449,143.955,4,0.338,1,0,Khalid Love Lies (with Normani),2,14,2
185,Marshmello,89,31476925,One Thing Right,178,2019-06-21,75,0.0644,0.659,181824,0.625,0.0,0.582,-2.253,0.045,88.042,4,0.442,1,0,Marshmello One Thing Right,6,21,4
186,Megan Thee Stallion,89,4747724,Cash Shit (feat. DaBaby),178,2019-05-17,71,0.0218,0.921,192540,0.635,0.0,0.0946,-4.904,0.416,130.028,4,0.549,1,1,Megan Thee Stallion Cash Shit (feat. DaBaby),5,17,4
187,Dan + Shay,81,2324811,Tequila,178,2018-06-22,73,0.0312,0.489,196747,0.581,0.0,0.132,-5.731,0.0281,86.016,4,0.494,1,0,Dan + Shay Tequila,6,22,4
188,NLE Choppa,81,3347018,Shotta Flow (Feat. Blueface) [Remix],178,2019-06-20,71,0.0251,0.894,176632,0.511,0.0,0.14,-4.768,0.42,120.08,4,0.568,1,0,NLE Choppa Shotta Flow (Feat. Blueface) [Remix],6,20,3
189,Megan Thee Stallion,89,4747724,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),178,2019-08-09,72,0.00485,0.872,199427,0.814,1.96e-06,0.214,-4.568,0.155,98.985,4,0.57,1,1,Megan Thee Stallion Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),8,9,4
190,Florida Georgia Line,84,4404470,Talk You Out Of It,178,2019-02-15,66,0.582,0.651,202920,0.708,0.0,0.0796,-4.791,0.0376,119.964,4,0.558,1,0,Florida Georgia Line Talk You Out Of It,2,15,4
191,Bazzi,80,4405191,Beautiful (feat. Camila Cabello),178,2018-08-02,74,0.346,0.638,180000,0.717,0.0,0.105,-4.722,0.0337,100.027,4,0.249,1,1,Bazzi Beautiful (feat. Camila Cabello),8,2,3
192,Chase Rice,71,922481,Eyes On You,177,2017-11-17,73,0.323,0.606,182493,0.652,0.0,0.201,-6.982,0.0281,97.155,4,0.476,1,0,Chase Rice Eyes On You,11,17,4
193,Dan + Shay,81,2324811,All To Myself,178,2018-06-22,66,0.208,0.646,169920,0.781,0.0,0.125,-4.616,0.0313,94.975,4,0.565,1,0,Dan + Shay All To Myself,6,22,4
194,Ariana Grande,95,66858451,boyfriend (with Social House),173,2019-08-02,76,0.119,0.4,186107,0.795,0.0,0.159,-3.731,0.461,190.097,4,0.702,1,0,Ariana Grande boyfriend (with Social House),8,2,4
195,P!nk,86,11437868,Walk Me Home,177,2019-02-20,68,0.0507,0.652,177391,0.453,0.0,0.179,-6.119,0.0445,88.039,3,0.432,1,0,P!nk Walk Me Home,2,20,2
196,Juice WRLD,95,18991621,Robbery,173,2019-03-08,83,0.328,0.685,240051,0.692,0.0,0.153,-5.122,0.0457,159.966,5,0.578,1,0,Juice WRLD Robbery,3,8,4
197,Drake,98,56206656,God's Plan,174,2018-06-29,82,0.0332,0.754,198973,0.449,8.29e-05,0.552,-9.211,0.109,77.169,4,0.357,1,0,Drake God's Plan,6,29,4
198,Ed Sheeran,95,83051538,Perfect,178,2017-03-03,86,0.163,0.599,263400,0.448,0.0,0.106,-6.312,0.0232,95.05,3,0.168,1,0,Ed Sheeran Perfect,3,3,4
199,Bebe Rexha,84,6552280,Meant to Be (feat. Florida Georgia Line),172,2017-08-11,77,0.047,0.643,163870,0.783,0.0,0.083,-6.458,0.0856,154.084,4,0.579,1,1,Bebe Rexha Meant to Be (feat. Florida Georgia Line),8,11,4
200,Camila Cabello,86,22598524,Havana (feat. Young Thug),178,2018-01-12,80,0.184,0.765,217307,0.523,3.56e-05,0.132,-4.333,0.03,104.988,4,0.394,1,1,Camila Cabello Havana (feat. Young Thug),1,12,4
201,Post Malone,93,33582906,rockstar (feat. 21 Savage),173,2018-04-27,83,0.124,0.585,218147,0.52,7.01e-05,0.131,-6.136,0.0712,159.801,4,0.129,1,1,Post Malone rockstar (feat. 21 Savage),4,27,4
202,Post Malone,93,33582906,Psycho (feat. Ty Dolla $ign),173,2018-04-27,78,0.546,0.75,221440,0.56,0.0,0.111,-8.094,0.105,140.06,4,0.459,1,1,Post Malone Psycho (feat. Ty Dolla $ign),4,27,4
204,Zedd,81,5507701,The Middle,178,2018-01-23,81,0.171,0.753,184732,0.657,0.0,0.112,-3.061,0.0449,107.01,4,0.437,1,0,Zedd The Middle,1,23,1
205,Drake,98,56206656,In My Feelings,174,2018-06-29,76,0.0589,0.835,217925,0.626,6e-05,0.396,-5.833,0.125,91.03,4,0.35,1,0,Drake In My Feelings,6,29,4
207,Drake,98,56206656,Nice For What,174,2018-06-29,77,0.0891,0.585,210747,0.909,9.7e-05,0.119,-6.474,0.0707,93.372,4,0.758,1,0,Drake Nice For What,6,29,4
210,Bruno Mars,93,32415358,Finesse - Remix; feat. Cardi B,178,2017-12-20,74,0.0185,0.704,217289,0.859,0.0,0.0215,-4.877,0.0996,105.115,4,0.926,1,1,Bruno Mars Finesse - Remix; feat. Cardi B,12,20,2
211,Ella Mai,75,3725743,Boo'd Up,173,2017-02-22,70,0.0862,0.561,256064,0.779,0.0,0.078,-5.107,0.0531,81.965,4,0.235,1,0,Ella Mai Boo'd Up,2,22,2
212,Dua Lipa,95,26995551,New Rules,173,2017-06-02,79,0.00261,0.762,209320,0.7,1.56e-05,0.153,-6.021,0.0694,116.073,4,0.608,1,0,Dua Lipa New Rules,6,2,4
213,XXXTENTACION,91,29386312,SAD!,176,2018-03-16,83,0.258,0.74,166606,0.613,0.00372,0.123,-4.88,0.145,75.023,4,0.473,1,0,XXXTENTACION SAD!,3,16,4
214,Camila Cabello,86,22598524,Never Be the Same,178,2018-01-12,72,0.181,0.637,226973,0.713,0.000637,0.137,-4.333,0.0747,129.923,4,0.243,1,0,Camila Cabello Never Be the Same,1,12,4
216,Ariana Grande,95,66858451,no tears left to cry,173,2018-08-17,78,0.04,0.699,205920,0.713,3.11e-06,0.294,-5.507,0.0594,121.993,4,0.354,1,0,Ariana Grande no tears left to cry,8,17,4
217,Bazzi,80,4405191,Mine,178,2018-04-12,75,0.0161,0.71,131064,0.789,2.77e-06,0.451,-3.874,0.0722,142.929,4,0.717,1,0,Bazzi Mine,4,12,3
218,Imagine Dragons,90,35206882,Thunder,178,2017-06-23,83,0.00671,0.605,187147,0.822,0.134,0.147,-4.833,0.0438,167.997,4,0.288,1,0,Imagine Dragons Thunder,6,23,4
219,BlocBoy JB,67,1299327,Look Alive (feat. Drake),178,2018-02-09,74,0.00104,0.922,181263,0.581,5.86e-05,0.105,-7.495,0.27,140.022,4,0.595,1,1,BlocBoy JB Look Alive (feat. Drake),2,9,4
220,Taylor Swift,96,42030616,Delicate,178,2017-11-10,75,0.216,0.75,232253,0.404,0.000357,0.0911,-10.178,0.0682,95.045,4,0.0499,1,0,Taylor Swift Delicate,11,10,4
221,Lil Baby,94,7762659,Yes Indeed,176,2018-05-18,78,0.0355,0.963,142273,0.346,0.0,0.108,-9.309,0.53,119.957,4,0.562,1,0,Lil Baby Yes Indeed,5,18,4
222,Marshmello,89,31476925,FRIENDS,178,2018-02-09,79,0.205,0.626,202621,0.88,0.0,0.128,-2.384,0.0504,95.079,4,0.534,1,0,Marshmello FRIENDS,2,9,4
223,Halsey,88,15614007,Bad At Love,173,2017-06-02,74,0.0604,0.675,181279,0.751,0.0,0.0893,-3.539,0.0296,118.384,4,0.612,1,0,Halsey Bad At Love,6,2,4
224,Tyga,87,6292683,Taste (feat. Offset),178,2018-05-16,76,0.0236,0.884,232959,0.559,0.0,0.101,-7.442,0.12,97.994,4,0.342,1,1,Tyga Taste (feat. Offset),5,16,2
225,NF,85,5800695,Let You Down,177,2017-10-06,80,0.312,0.662,212120,0.714,0.0,0.179,-5.68,0.121,147.997,4,0.464,1,0,NF Let You Down,10,6,4
226,G-Eazy,83,4889896,No Limit,177,2017-12-15,73,0.0117,0.838,245387,0.771,0.0,0.0853,-3.791,0.244,175.957,4,0.405,1,0,G-Eazy No Limit,12,15,4
227,6ix9ine,78,6510447,FEFE,178,2018-11-27,73,0.088,0.931,179405,0.387,0.0,0.136,-9.127,0.412,125.978,4,0.376,1,0,6ix9ine FEFE,11,27,1
229,Portugal. The Man,71,1244403,Feel It Still,178,2017-06-16,77,0.0417,0.801,163253,0.795,0.000113,0.0717,-5.115,0.0504,79.028,4,0.754,1,0,Portugal. The Man Feel It Still,6,16,4
230,Migos,87,11679208,MotorSport,173,2018-01-26,72,0.0305,0.904,303077,0.518,0.0,0.325,-5.32,0.183,137.996,4,0.188,1,0,Migos MotorSport,1,26,4
231,Lauv,83,4428026,I Like Me Better,177,2018-05-31,82,0.535,0.752,197437,0.505,2.55e-06,0.104,-7.621,0.253,91.97,4,0.419,1,0,Lauv I Like Me Better,5,31,3
233,Imagine Dragons,90,35206882,Whatever It Takes,178,2017-06-23,79,0.0362,0.672,201240,0.655,0.0,0.117,-5.021,0.0311,134.945,4,0.556,1,0,Imagine Dragons Whatever It Takes,6,23,4
234,21 Savage,89,9923426,Ric Flair Drip (& Metro Boomin),167,2017-10-30,81,0.149,0.88,172800,0.428,5.07e-05,0.114,-8.28,0.206,100.007,4,0.333,1,0,21 Savage Ric Flair Drip (& Metro Boomin),10,30,0
235,Post Malone,93,33582906,I Fall Apart,173,2016-12-09,80,0.0689,0.556,223347,0.538,0.0,0.196,-5.408,0.0382,143.95,4,0.291,1,0,Post Malone I Fall Apart,12,9,4
236,Kendrick Lamar,89,17881889,Pray For Me (with Kendrick Lamar),173,2018-02-09,69,0.0762,0.735,211440,0.677,2.17e-05,0.111,-4.979,0.093,100.584,4,0.188,1,0,Kendrick Lamar Pray For Me (with Kendrick Lamar),2,9,4
237,Selena Gomez,87,28781729,Back To You - From 13 Reasons Why – Season 2 Soundtrack,178,2018-05-10,73,0.0945,0.601,207905,0.724,1.68e-06,0.12,-4.856,0.0486,102.061,4,0.508,1,0,Selena Gomez Back To You - From 13 Reasons Why – Season 2 Soundtrack,5,10,3
239,Migos,87,11679208,Walk It Talk It,173,2018-01-26,75,0.0876,0.907,276147,0.633,2.6e-06,0.106,-5.145,0.184,145.914,4,0.395,1,0,Migos Walk It Talk It,1,26,4
240,Lil Pump,74,7766048,Gucci Gang,178,2017-10-06,66,0.239,0.936,124056,0.523,0.0,0.117,-6.71,0.0597,119.889,4,0.699,1,0,Lil Pump Gucci Gang,10,6,4
241,G-Eazy,83,4889896,Him & I (with Halsey),177,2017-12-15,74,0.0534,0.589,268867,0.731,0.0,0.308,-6.343,0.0868,87.908,4,0.191,1,0,G-Eazy Him & I (with Halsey),12,15,4
242,Shawn Mendes,89,33795693,In My Blood,178,2018-05-25,75,0.0573,0.622,211360,0.712,0.0,0.13,-7.321,0.066,140.025,4,0.487,1,0,Shawn Mendes In My Blood,5,25,4
243,Kendrick Lamar,89,17881889,All The Stars (with SZA),173,2018-02-09,79,0.0605,0.698,232187,0.633,0.000194,0.0926,-4.946,0.0597,96.924,4,0.552,1,0,Kendrick Lamar All The Stars (with SZA),2,9,4
244,Migos,87,11679208,Stir Fry,173,2018-01-26,71,0.00263,0.817,190288,0.816,0.0,0.159,-5.402,0.269,181.982,4,0.508,1,0,Migos Stir Fry,1,26,4
245,Sam Smith,87,17040536,Too Good At Goodbyes,3,2017-11-03,72,0.64,0.681,201000,0.372,0.0,0.169,-8.237,0.0432,91.873,4,0.476,1,0,Sam Smith Too Good At Goodbyes,11,3,4
246,Kendrick Lamar,89,17881889,LOVE. FEAT. ZACARI.,173,2017-04-14,78,0.264,0.8,213400,0.585,0.0,0.153,-7.343,0.0924,126.058,4,0.779,1,0,Kendrick Lamar LOVE. FEAT. ZACARI.,4,14,4
247,Childish Gambino,81,8074755,This Is America,165,2018-05-06,71,0.117,0.854,225773,0.463,0.0,0.354,-6.159,0.137,120.024,4,0.549,1,0,Childish Gambino This Is America,5,6,6
248,Drake,98,56206656,Nonstop,174,2018-06-29,77,0.0165,0.912,238614,0.412,0.0126,0.104,-8.074,0.123,154.983,4,0.423,1,0,Drake Nonstop,6,29,4
249,Kane Brown,81,3496421,Heaven,178,2017-10-06,74,0.263,0.677,179507,0.556,0.0,0.105,-6.544,0.0306,80.006,4,0.521,1,0,Kane Brown Heaven,10,6,4
250,2017 Dynamo Hitz,19,301,Bodak Yellow (Money Moves),177,2017-09-13,5,0.0606,0.813,220395,0.574,0.0,0.428,-9.401,0.0577,124.982,3,0.546,1,0,2017 Dynamo Hitz Bodak Yellow (Money Moves),9,13,2
251,Lil Dicky,69,1829409,Freaky Friday (feat. Chris Brown),177,2018-03-15,71,0.147,0.755,216632,0.599,0.0,0.109,-5.042,0.224,133.123,4,0.755,1,1,Lil Dicky Freaky Friday (feat. Chris Brown),3,15,3
252,6ix9ine,78,6510447,GUMMO,176,2018-04-10,63,0.0553,0.66,157643,0.775,0.0,0.129,-4.926,0.172,157.036,4,0.635,1,0,6ix9ine GUMMO,4,10,1
253,Rich The Kid,77,2635400,Plug Walk,173,2018-03-30,73,0.202,0.876,175230,0.519,0.0,0.108,-6.531,0.143,94.981,4,0.158,1,0,Rich The Kid Plug Walk,3,30,4
254,Maroon 5,91,32165441,Wait,3,2018-06-15,61,0.0959,0.655,190643,0.603,0.0,0.107,-5.014,0.0555,126.088,4,0.452,1,0,Maroon 5 Wait,6,15,4
255,Various Artists,0,1244844,Be Careful,130,2021-08-06,0,0.0252,0.819,210787,0.568,0.0,0.0952,-8.231,0.411,152.284,4,0.535,1,0,Various Artists Be Careful,8,6,4
256,Selena Gomez,87,28781729,Wolves,178,2017-10-25,79,0.124,0.724,197993,0.804,0.0,0.204,-4.614,0.0448,124.987,4,0.306,1,0,Selena Gomez Wolves,10,25,2
257,Cardi B,88,17275552,Bartier Cardi (feat. 21 Savage),178,2018-04-06,67,0.00111,0.908,224285,0.524,0.000678,0.383,-7.955,0.181,138.015,4,0.109,1,1,Cardi B Bartier Cardi (feat. 21 Savage),4,6,4
258,Ariana Grande,95,66858451,God is a woman,173,2018-08-17,79,0.0233,0.602,197547,0.658,6e-05,0.237,-5.934,0.0558,145.031,4,0.268,1,0,Ariana Grande God is a woman,8,17,4
259,YG,81,2641366,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",176,2018-08-03,69,0.00552,0.745,237240,0.346,0.0,0.0881,-7.709,0.331,203.911,4,0.112,1,1,"YG BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",8,3,4
260,Demi Lovato,86,20290857,Sorry Not Sorry,173,2017-09-29,77,0.0242,0.706,203760,0.643,0.0,0.262,-6.929,0.234,143.931,4,0.885,1,0,Demi Lovato Sorry Not Sorry,9,29,4
261,Charlie Puth,83,13566289,How Long,178,2018-05-11,71,0.211,0.845,200853,0.561,3.49e-06,0.0383,-5.253,0.0778,109.974,4,0.811,1,0,Charlie Puth How Long,5,11,4
262,MAX,76,687970,Lights Down Low,1,2016-04-08,64,0.0632,0.623,223847,0.493,0.0,0.104,-7.727,0.0338,81.019,4,0.594,1,0,MAX Lights Down Low,4,8,4
263,Khalid,91,14168258,Young Dumb & Broke,178,2017-04-27,79,0.199,0.799,202547,0.539,1.66e-05,0.165,-6.351,0.0421,136.948,4,0.394,1,0,Khalid Young Dumb & Broke,4,27,3
264,Calvin Harris,89,21921544,One Kiss (with Dua Lipa),177,2018-04-06,81,0.037,0.791,214847,0.862,2.19e-05,0.0814,-3.24,0.11,123.994,4,0.592,1,0,Calvin Harris One Kiss (with Dua Lipa),4,6,4
265,Imagine Dragons,90,35206882,Natural,178,2018-11-09,80,0.217,0.704,189467,0.611,0.0,0.0812,-6.112,0.0409,100.0,4,0.22,1,0,Imagine Dragons Natural,11,9,4
266,Jason Aldean,80,4677545,You Make It Easy,2,2018-04-13,70,0.143,0.375,196800,0.574,0.0,0.11,-5.305,0.0315,132.025,3,0.406,1,0,Jason Aldean You Make It Easy,4,13,4
267,Ed Sheeran,95,83051538,Shape of You,178,2017-03-03,85,0.581,0.825,233713,0.652,0.0,0.0931,-3.183,0.0802,95.977,4,0.931,1,0,Ed Sheeran Shape of You,3,3,4
268,Gucci Mane,83,3918754,I Get the Bag (feat. Migos),164,2017-10-13,71,0.0232,0.89,233087,0.633,0.000343,0.0993,-5.475,0.168,139.948,4,0.425,1,1,Gucci Mane I Get the Bag (feat. Migos),10,13,4
269,DJ Khaled,84,6266404,No Brainer,178,2018-07-27,68,0.0733,0.552,260000,0.76,0.0,0.0865,-4.706,0.342,135.702,5,0.639,1,0,DJ Khaled No Brainer,7,27,4
270,A$AP Ferg,78,3030912,Plain Jane,178,2017-08-18,74,0.0651,0.797,173600,0.844,0.0,0.087,-5.482,0.275,170.142,4,0.52,1,0,A$AP Ferg Plain Jane,8,18,4
271,Miguel,81,3539269,Sky Walker (feat. Travis Scott),178,2017-12-01,74,0.173,0.674,259333,0.506,0.0,0.0866,-10.532,0.0434,145.965,4,0.183,1,1,Miguel Sky Walker (feat. Travis Scott),12,1,4
272,Thomas Rhett,80,3871043,Marry Me,178,2017-09-08,69,0.0977,0.333,205453,0.412,0.0,0.113,-8.633,0.029,85.028,4,0.474,1,0,Thomas Rhett Marry Me,9,8,4
274,The Weeknd,96,35101848,Call Out My Name,173,2018-03-30,80,0.17,0.461,228373,0.593,0.0,0.307,-4.954,0.0356,134.17,3,0.175,1,0,The Weeknd Call Out My Name,3,30,4
